,0
1072,202281.03064251583
1073,237599.60584732913
1074,304847.090156935
1075,217956.03192239933
1076,236651.8329679943
1077,184968.21848677806
1078,183710.99550868728
1079,174965.86677291075
1080,188162.36560102366
1081,156681.36431385836
1082,127549.71966272045
1083,135577.974817494
1084,129440.34574920562
1085,151459.36697777244
1086,143822.5968806926
1087,158783.80646394118
1088,153204.95920511184
1089,335775.7619461153
1090,145096.4577088467
1091,118908.43781107545
1092,97714.29387693733
1093,119386.14217786326
1094,111738.65532474073
1095,101817.21302584106
1096,112441.17618742457
1097,161456.9019061903
1098,148141.37096600424
1099,115882.20076048642
1100,131908.43290703313
1101,134900.5101481579
1102,140607.80692225526
1103,166180.940775922
1104,124622.6445270996
1105,141873.83748609238
1106,126961.15754489563
1107,201076.94647262673
1108,201919.3244623027
1109,133468.6016162124
1110,169348.09680307496
1111,204090.27650916774
1112,227113.00233392123
1113,291178.0611805963
1114,128668.03932164636
1115,127744.56879920431
1116,154672.83002134017
1117,104375.81424886415
1118,87818.60050682939
1119,126202.39740495424
1120,134837.48654101847
1121,115907.54783410313
1122,268852.10969211307
1123,157431.40125748678
1124,169324.6198945542
1125,193101.77746823206
1126,204183.40091828594
1127,153808.2377137436
1128,145467.7339485548
1129,212959.59938133272
1130,198083.55701615132
1131,217534.37358524295
1132,245193.49445519946
1133,180927.3322446249
1134,229229.38400283334
1135,318126.4748562414
1136,181353.9622812443
1137,270219.0172135969
1138,310084.78029567463
1139,162782.0174290897
1140,140351.49334094304
1141,93452.17630545302
1142,95218.63668211765
1143,87648.42702515764
1144,97150.8816254931
1145,140181.0334110657
1146,164503.81348659415
1147,194510.35724090945
1148,158106.7708978792
1149,114321.64704140916
1150,177681.6826048278
1151,151232.68544171873
1152,123435.83843289137
1153,126088.0177275438
1154,153405.0189098275
1155,135415.26044552508
1156,171625.87297685267
1157,179515.6925955113
1158,218076.5681224648
1159,183551.83195896738
1160,180223.15157100194
1161,182942.31166505362
1162,251629.7495001762
1163,258934.8372636472
1164,329770.34175097244
1165,163481.51242615192
1166,196836.5019018419
1167,391262.9682712081
1168,515148.1006599439
1169,334736.750726872
1170,407884.5444832806
1171,383663.235816923
1172,309838.07385611883
1173,376004.89543012134
1174,149003.57383677544
1175,203560.92595572694
1176,172484.85896529825
1177,246111.83750525647
1178,178126.13083202965
1179,151256.45531702746
1180,112716.43416975989
1181,182370.42297398223
1182,127105.1323228623
1183,131412.74720266907
1184,103635.83760747296
1185,103455.55574472788
1186,106276.74538017345
1187,148337.9985228271
1188,138541.00253564044
1189,154585.77483372626
1190,163352.05282029818
1191,387476.8758345222
1192,251575.2195843563
1193,234591.8082710912
1194,374762.92188836477
1195,296593.42091696337
1196,323284.274102525
1197,287367.2461822881
1198,310694.364385545
1199,334036.00662804727
1200,335143.2867396651
1201,341329.8999102864
1202,279830.7268176419
1203,275760.27132629865
1204,308387.43260355154
1205,281289.3860515594
1206,169586.58035222878
1207,189605.74622276335
1208,172354.5604019806
1209,283861.39598165936
1210,188984.12867555826
1211,184402.4038930112
1212,204733.1055978074
1213,205900.70031693883
1214,170367.30702694296
1215,195859.01926005396
1216,194384.89051611442
1217,254891.45083297644
1218,270004.7715221248
1219,270462.5053885889
1220,399141.3157554458
1221,314913.1312380233
1222,481008.52530063444
1223,294432.0804017284
1224,333908.4927777627
1225,255431.17840750876
1226,330485.4727101903
1227,239764.2890567455
1228,234411.27758313098
1229,411426.9335796102
1230,181623.26285881764
1231,131671.53102278925
1232,190632.99746115998
1233,133149.099551148
1234,199465.01704007963
1235,191675.55264193463
1236,184057.2805486174
1237,186935.05821881522
1238,176049.60509642278
1239,169493.97706511724
1240,152055.89356939934
1241,133768.2078607175
1242,172203.70074007811
1243,136965.68958886387
1244,129686.68417005596
1245,119439.64255601494
1246,130074.50541895733
1247,134717.95830206218
1248,119407.04022890264
1249,125951.80545245296
1250,273841.09804786433
1251,369201.0284869226
1252,173071.70275540175
1253,157344.39428944688
1254,168765.87262823316
1255,165893.06246944217
1256,188640.44779236842
1257,236535.67440984974
1258,149652.93688823815
1259,169423.8921149079
1260,142245.02262767823
1261,163387.91784680253
1262,143399.2364038522
1263,124311.77721853848
1264,135143.00680508427
1265,140346.64218212303
1266,164413.16650230635
1267,167911.96297477282
1268,152980.75325007056
1269,144762.14241575394
1270,119790.33838390351
1271,117631.63840148361
1272,158682.57213952602
1273,137625.46715860837
1274,137471.03657621195
1275,133888.27590331074
1276,122811.19325225675
1277,141528.29354702105
1278,157077.10933511576
1279,143396.3141200537
1280,142463.44790878633
1281,153856.76069856426
1282,143578.3183544986
1283,140014.1003988142
1284,134809.90854334465
1285,131541.55983672515
1286,162428.63649569932
1287,126566.666673566
1288,129820.2297524991
1289,133371.89058777544
1290,124880.05965218818
1291,230297.28923185036
1292,150848.30579825945
1293,196139.56645424425
1294,130129.29128763643
1295,89267.23985535413
1296,91654.84139337039
1297,83791.04119228931
1298,158203.24565916244
1299,129253.57960825833
1300,141814.40106212292
1301,145158.76830692778
1302,180992.7276523145
1303,175621.1909011423
1304,253513.639360785
1305,143000.75500783627
1306,100322.7583655494
1307,129489.00507464095
1308,137858.3869704954
1309,150287.18641128473
1310,121968.49359297847
1311,125224.48525270104
1312,134552.3256125529
1313,143030.96562486884
1314,132787.22992910809
1315,144707.6078639126
1316,155120.35864060608
1317,126879.18652719395
1318,125501.87528273855
1319,122173.14097732474
1320,108958.16586431128
1321,99196.22293302356
1322,100762.4144129687
1323,131767.6139183635
1324,136895.36398796085
1325,72633.40824847517
1326,120022.16069775088
1327,89297.49999847358
1328,216905.50341431942
1329,104389.8450994417
1330,129965.64478376023
1331,98825.18409837212
1332,163402.05221606
1333,101347.01491947791
1334,109079.6776389682
1335,112335.23346267594
1336,199233.94710929386
1337,125868.16141117133
1338,112079.37475678205
1339,103991.13909589384
1340,120577.41182319536
1341,140982.55083967498
1342,171785.5965489137
1343,160540.2501102486
1344,108288.47604816199
1345,107668.64539061274
1346,143171.22401622043
1347,144217.81609975477
1348,127881.18428485154
1349,136669.9618277616
1350,152848.78642975673
1351,145579.14638673444
1352,157139.56778657107
1353,165875.2557248046
1354,117381.66919815676
1355,232431.3251829363
1356,136430.74442162973
1357,129604.35590017407
1358,188035.5551499968
1359,132491.93249324049
1360,112699.22724296144
1361,190719.96970116583
1362,220434.795122595
1363,165692.84932685585
1364,145703.0586145498
1365,126495.30949475482
1366,157646.54530113508
